,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
341,현대 아반떼AD 1.6,201601,58107,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,3,9810872,2,7604708,9500000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160060&gubun=K
342,현대 아반떼AD 1.6,201708,73879,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,6,11788411,3,4478871,8500000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161376&gubun=K
343,현대 아반떼MD 1.6,201212,90187,2,1591,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,8,4924005,2,1817270,5900000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162608&gubun=K
350,현대 아반떼AD 1.6,201510,59571,2,1591,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,1921376,2,2555430,14100000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149862&gubun=K
351,현대 아반떼MD 1.6,201201,125799,2,1591,4,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,4,3954029,0,0,6500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160557&gubun=K
352,현대 아반떼AD 1.6,201509,80000,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11800000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162547&gubun=K
353,현대 아반떼AD 1.6,201510,72000,2,1591,0,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,1,152970,3,2064649,12800000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162548&gubun=K
355,현대 아반떼AD 1.6,201804,27950,2,1591,5,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13800000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149068&gubun=K
356,현대 아반떼AD 1.6,201712,99500,2,1591,5,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,4728750,0,0,10900000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151478&gubun=K
362,현대 아반떼AD 1.6,201511,79666,0,1582,5,1,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,2,5620156,0,0,10500000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162810&gubun=K
363,현대 아반떼 쿠페,201307,51434,2,1999,1,1,0,1,0,0,1,0,1,0,0,1,3,0,0,0,0,2,2559248,1,343878,7700000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162816&gubun=K
367,현대 아반떼AD 1.6,201808,87000,2,1591,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,3,14421802,3,28633959,10500000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160989&gubun=K
368,현대 올 뉴,202103,17596,2,1598,2,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,22900000,120,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163271&gubun=K
371,현대 아반떼AD 1.6,201710,23176,2,1591,0,0,0,1,0,0,1,0,1,0,1,1,6,0,0,0,0,0,0,1,1860000,10600000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153775&gubun=K
373,현대 아반떼AD 1.6,201804,35882,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,2,11398340,0,0,8990000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136419&gubun=K
374,현대 아반떼MD M16,201009,91435,2,1591,1,1,0,1,1,0,1,0,1,0,0,1,6,0,0,0,0,0,0,9,9600985,3200000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136420&gubun=K
375,현대 아반떼AD 1.6,201512,100978,2,1591,1,1,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,1,4344996,1,643510,9300000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154366&gubun=K
376,현대 아반떼AD 1.6,201605,61904,0,1582,1,0,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,1,2894512,1,946380,8990000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155352&gubun=K
377,현대 아반떼AD 1.6,201510,97858,2,1591,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,2,2868937,2,1447761,9400000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156200&gubun=K
378,현대 아반떼AD 1.6,201610,90424,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,3,8070026,3,11893030,10800000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158165&gubun=K
379,현대 더 뉴,201811,57601,2,1598,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,13300000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158321&gubun=K
380,현대 아반떼MD 1.6,201101,111622,2,1591,1,1,0,1,1,0,1,0,1,0,0,1,8,1,0,0,0,2,14000700,2,5705637,4990000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162559&gubun=K
381,현대 아반떼AD 1.6,201601,101467,0,1582,1,1,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,7,11344646,4,4477276,7990000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162554&gubun=K
382,현대 아반떼AD 1.6,201605,100798,2,1591,0,1,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,1,9075575,2,9717255,8990000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162555&gubun=K
383,현대 올 뉴,202011,13409,2,1598,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1100489,0,0,17900000,116,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158140&gubun=K
385,현대 아반떼AD 1.6,201510,99514,2,1591,1,1,0,0,1,1,1,0,1,0,1,1,3,0,0,0,0,2,9826616,2,7637205,10490000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162501&gubun=K
386,현대 더 뉴,201412,102779,0,1582,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,354150,1,2745869,5900000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162867&gubun=K
387,현대 아반떼AD 1.6,201603,47034,2,1591,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,1,9501880,0,0,9490000,67,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157795&gubun=K
388,현대 아반떼AD 1.6,201606,136536,2,1591,1,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,5,8186829,2,1496678,8400000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159544&gubun=K
389,현대 아반떼AD 1.6,201511,139319,2,1591,1,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,5,4498251,7,7494079,8500000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159933&gubun=K
390,현대 더 뉴,201312,105401,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,295980,3,3032350,6000000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160611&gubun=K
391,현대 더 뉴,201505,94615,2,1591,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,465708,0,0,6300000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161253&gubun=K
392,현대 아반떼AD 1.6,201803,31138,2,1591,5,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161339&gubun=K
393,현대 아반떼AD 1.6,201512,91473,2,1591,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3225951,0,0,8500000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162065&gubun=K
394,현대 더 뉴,201312,93699,0,1582,1,0,0,1,1,0,1,0,1,0,1,1,5,0,0,0,0,1,3926875,3,4423754,6900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162352&gubun=K
396,현대 아반떼MD 1.6,201107,128563,2,1591,1,1,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,6,7822325,6,2808680,3800000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160723&gubun=K
399,현대 아반떼MD 1.6,201210,92000,2,1591,1,1,0,1,1,0,1,0,1,0,0,1,6,0,0,0,0,3,14367690,2,6880440,3300000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159328&gubun=K
400,현대 아반떼AD 1.6,201712,9700,2,1591,1,0,0,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,9200000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159335&gubun=K
401,현대 아반떼AD 1.6,201602,21000,2,1591,1,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,6900000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155311&gubun=K
402,현대 아반떼MD 1.6,201209,83000,2,1591,1,1,0,1,1,0,1,0,1,0,1,1,5,0,0,0,0,3,6683348,1,972900,3200000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159297&gubun=K
404,현대 아반떼AD 1.6,201604,75000,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,4,0,0,0,0,8,16003096,2,2780000,8600000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161055&gubun=K
405,현대 아반떼MD 1.6,201201,107000,2,1591,1,1,0,1,1,0,1,0,1,0,1,1,7,0,0,0,0,6,12255586,1,1420140,3200000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163209&gubun=K
406,현대 아반떼AD 1.6,201512,82282,0,1582,1,1,0,0,1,1,1,0,1,0,0,1,6,0,0,0,0,7,13884941,10,7722111,10800000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155867&gubun=K
410,현대 더 뉴,201906,62431,2,1598,2,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,3,6008167,3,3910846,12990000,72,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161512&gubun=K
411,현대 올 뉴,202101,6788,2,1598,2,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,18990000,100,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162978&gubun=K
412,현대 아반떼AD 1.6,201607,93789,0,1582,5,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,459580,1,830160,10200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161085&gubun=K
413,현대 아반떼AD 1.6,201601,88589,0,1582,1,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,5,2284863,3,1960380,10200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161092&gubun=K
414,현대 아반떼AD 1.6,201511,87057,0,1582,4,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,10000000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161094&gubun=K
416,현대 아반떼MD 1.6,201009,140000,2,1591,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1000000,0,0,5500000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162853&gubun=K
419,현대 더 뉴,201810,107422,2,1598,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,11290000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156259&gubun=K
420,현대 아반떼AD 1.6,201701,64441,2,1591,1,0,0,1,0,0,1,0,1,0,0,1,3,0,0,0,0,2,699990,0,0,7200000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145306&gubun=K
427,현대 올 뉴,202004,20222,2,1598,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,581534,1,892608,23600000,98,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154256&gubun=K
429,현대 아반떼AD 1.6,201808,70724,2,1591,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,311760,0,0,13900000,82,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159423&gubun=K
440,현대 뉴 에쿠스,200906,82000,2,3778,0,0,0,1,0,1,1,0,1,0,0,1,5,0,0,0,0,3,20863820,3,12732711,8200000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160494&gubun=K
443,현대 뉴 에쿠스,201412,115000,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,1,3351199,1,1101080,17900000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162902&gubun=K
446,현대 뉴 에쿠스,200909,110427,2,4627,0,1,0,1,1,1,1,0,1,0,1,1,9,0,0,0,0,8,6309982,1,486620,9400000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162433&gubun=K
447,현대 뉴 에쿠스,200906,93917,2,4627,5,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1756588,3,1985880,11500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162439&gubun=K
456,현대 뉴 에쿠스,201309,183765,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,16900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162679&gubun=K
457,현대 뉴 에쿠스,201310,167351,2,3778,0,1,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,5,17468760,1,2208549,15950000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154001&gubun=K
458,현대 뉴 에쿠스,201004,167225,2,3778,3,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,4,1731288,2,1478440,8950000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153924&gubun=K
459,현대 뉴 에쿠스,200911,78043,2,3778,0,0,0,1,0,1,1,0,1,0,1,1,2,0,0,0,0,5,4792958,2,1716486,10400000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162676&gubun=K
460,현대 뉴 에쿠스,200906,82000,2,3778,0,0,0,1,0,1,1,0,1,0,0,1,5,0,0,0,0,3,20863820,3,12732711,8200000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160494&gubun=K
463,현대 뉴 에쿠스,201412,115000,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,1,3351199,1,1101080,17900000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162902&gubun=K
466,현대 뉴 에쿠스,200909,110427,2,4627,0,1,0,1,1,1,1,0,1,0,1,1,9,0,0,0,0,8,6309982,1,486620,9400000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162433&gubun=K
467,현대 뉴 에쿠스,200906,93917,2,4627,5,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1756588,3,1985880,11500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162439&gubun=K
476,현대 뉴 에쿠스,201309,183765,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,16900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162679&gubun=K
477,현대 뉴 에쿠스,201310,167351,2,3778,0,1,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,5,17468760,1,2208549,15950000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154001&gubun=K
478,현대 뉴 에쿠스,201004,167225,2,3778,3,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,4,1731288,2,1478440,8950000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153924&gubun=K
479,현대 뉴 에쿠스,200911,78043,2,3778,0,0,0,1,0,1,1,0,1,0,1,1,2,0,0,0,0,5,4792958,2,1716486,10400000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162676&gubun=K
480,현대 뉴 에쿠스,201011,172863,2,3778,1,0,0,1,1,1,1,0,1,0,1,1,7,0,0,0,0,5,4584338,1,503350,12990000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157224&gubun=K
481,현대 뉴 에쿠스,200907,163798,2,3778,0,0,0,1,1,0,1,0,1,0,1,1,4,1,0,0,0,3,1444673,2,8821147,6500000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161889&gubun=K
482,현대 뉴 에쿠스,200910,190131,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,6606300,1,1043203,7000000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162862&gubun=K
483,현대 뉴 에쿠스,200908,146399,2,3778,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,4,20037920,4,8641480,7500000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155238&gubun=K
484,현대 뉴 에쿠스,200909,147982,2,3778,2,0,0,1,1,1,1,1,1,0,1,1,6,0,0,0,0,4,24915332,1,1247792,6700000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160559&gubun=K
485,현대 뉴 에쿠스,201204,89000,2,3778,0,1,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,3,19166348,0,0,11500000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162167&gubun=K
486,현대 뉴 에쿠스,200907,188730,2,3778,0,0,0,1,1,0,0,0,1,0,1,1,7,0,0,0,0,3,4936236,2,882706,9100000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160686&gubun=K
487,현대 뉴 에쿠스,200904,188861,2,3778,0,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,0,6,2655686,1,231070,7600000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157486&gubun=K
488,현대 뉴 에쿠스,201207,258524,2,3778,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,2,1414150,2,2505240,6980000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157532&gubun=K
493,현대 뉴 에쿠스,200912,240000,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,6,6986620,5,3750400,5200000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162781&gubun=K
495,현대 뉴 에쿠스,201107,226855,2,3778,0,1,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,8,7551315,3,1541949,5500000,7,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158519&gubun=K
496,현대 뉴 에쿠스,201106,156250,2,3778,1,1,0,0,1,1,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,13600000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162760&gubun=K
499,현대 뉴 에쿠스,201004,130000,2,3778,0,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,3,2039788,2,4166580,10500000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155495&gubun=K
600,제네시스 G80 ,201802,87770,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,33300000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160160&gubun=K
601,제네시스 G80 ,201704,121410,2,3342,0,1,1,1,1,1,1,0,1,0,1,1,3,0,0,0,0,1,1442770,0,0,25990000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162374&gubun=K
602,제네시스 G80 ,201802,110950,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,5,5308969,1,1060470,29990000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163033&gubun=K
603,제네시스 G80 ,201709,134647,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1362850,0,0,24690000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163301&gubun=K
604,제네시스 G80 ,201703,58061,2,3778,0,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,1,1268720,2,1897586,36300000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163471&gubun=K
607,제네시스 G80 3.8,201612,45674,2,3778,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36890000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161710&gubun=K
608,제네시스 더 올,202006,32369,2,2497,2,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,57300000,103,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151294&gubun=K
609,제네시스 더 올,202006,37914,2,2497,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,513110,0,0,54900000,99,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152017&gubun=K
610,제네시스 더 올,202005,34256,2,3470,2,0,0,1,1,1,1,0,1,0,1,1,2,2,0,0,0,2,27375500,0,0,50800000,82,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152035&gubun=K
611,제네시스 G80 3.3,201708,76425,2,3342,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,16516793,4,5832494,29500000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153771&gubun=K
614,제네시스 G80 3.3,201810,54901,2,3342,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,979778,1,773949,31990000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162129&gubun=K
615,제네시스 더 올,202009,11935,2,2497,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,66000000,119,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162880&gubun=K
618,제네시스 G80 3.3,201703,67343,2,3342,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,656468,1,335898,33300000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163035&gubun=K
620,제네시스 G80 ,201802,87770,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,33300000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160160&gubun=K
621,제네시스 G80 ,201704,121410,2,3342,0,1,1,1,1,1,1,0,1,0,1,1,3,0,0,0,0,1,1442770,0,0,25990000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162374&gubun=K
622,제네시스 G80 ,201802,110950,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,5,5308969,1,1060470,29990000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163033&gubun=K
623,제네시스 G80 ,201709,134647,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1362850,0,0,24690000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163301&gubun=K
624,제네시스 G80 ,201703,58061,2,3778,0,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,1,1268720,2,1897586,36300000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163471&gubun=K
627,제네시스 G80 3.8,201612,45674,2,3778,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36890000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161710&gubun=K
628,제네시스 더 올,202006,32369,2,2497,2,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,57300000,103,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151294&gubun=K
629,제네시스 더 올,202006,37914,2,2497,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,513110,0,0,54900000,99,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152017&gubun=K
630,제네시스 더 올,202005,34256,2,3470,2,0,0,1,1,1,1,0,1,0,1,1,2,2,0,0,0,2,27375500,0,0,50800000,82,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152035&gubun=K
631,제네시스 G80 3.3,201708,76425,2,3342,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,16516793,4,5832494,29500000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153771&gubun=K
634,제네시스 G80 3.3,201810,54901,2,3342,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,979778,1,773949,31990000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162129&gubun=K
635,제네시스 더 올,202009,11935,2,2497,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,66000000,119,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162880&gubun=K
638,제네시스 G80 3.3,201703,67343,2,3342,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,656468,1,335898,33300000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163035&gubun=K
642,제네시스 G80 3.3,201806,45690,2,3342,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,32800000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149566&gubun=K
643,제네시스 G80 3.3,201903,60533,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,33600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159685&gubun=K
648,제네시스 G80 3.3,201712,97000,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,4,6351926,4,8056536,24500000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155338&gubun=K
649,제네시스 더 올,202103,23161,2,3470,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,11419088,0,0,52000000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149612&gubun=K
652,제네시스 더 올,202004,22392,2,2497,2,1,0,1,1,1,1,0,1,0,1,1,2,1,0,0,0,1,41620000,3,3800920,43990000,83,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162281&gubun=K
653,제네시스 G80 3.3,201702,61159,2,3342,0,1,1,1,1,1,1,1,1,0,1,1,6,1,0,0,0,10,104854012,3,15480493,28900000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157221&gubun=K
654,제네시스 G80 3.3,201611,133731,2,3342,4,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,3,3331595,19690000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158939&gubun=K
655,제네시스 G80 3.3,201810,43592,2,3342,2,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,21950000,1,2167000,24900000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159956&gubun=K
657,제네시스 G80 ,201609,27540,2,3342,2,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,1,539540,0,0,29900000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157837&gubun=K
658,제네시스 G80 ,201802,27539,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,38900000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157839&gubun=K
659,제네시스 G80 ,201803,65254,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,1,460589,0,0,29800000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162314&gubun=K
660,제네시스 G80 3.3,201712,90788,2,3342,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,426620,0,0,19900000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158393&gubun=K
